"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JJ35NS8A","journalArticle","2008","Watterson, S.; Marshall, S.; Ghazal, P.","Logic models of pathway biology","Drug Discov Today","","1359-6446 (Print) 1359-6446 (Linking)","10.1016/j.drudis.2008.03.019","http://www.ncbi.nlm.nih.gov/pubmed/18468563","Living systems seamlessly perform complex information processing and control tasks using combinatorially complex sets of biochemical reactions. Drugs that therapeutically modulate the biological processes of disease are developed using single protein target strategies, often with limited knowledge of the complex underlying role of the targets. Approaches that attempt to consider the combinatorial complexity from the outset might help identify any causal relationships that could lead to undesirable or adverse side effects earlier in the development pipeline. Such approaches, in particular logic methodologies, might also aid pathway selection and multiple target strategies during the drug discovery phase. Here, we describe the use of logic as a tractable and informative approach to modelling biological pathways that can allow us to improve our understanding of the dependencies in complex biological processes.","2008-05","2025-01-31 15:33:02","2025-01-31 15:33:02","","447-56","","9-10","13","","","","","","","","","","eng","","","","18468563","","","Edition: 2008/05/13","","","","*Models, Biological; Systems Biology; Drug Design; *Logic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QFPC8QLR","journalArticle","2009","Badouel, C.; Gardano, L.; Amin, N.; Garg, A.; Rosenfeld, R.; Le Bihan, T.; McNeill, H.","The FERM-domain protein Expanded regulates Hippo pathway activity via direct interactions with the transcriptional activator Yorkie","Dev Cell","","1878-1551 (Electronic) 1534-5807 (Linking)","10.1016/j.devcel.2009.01.010","http://www.ncbi.nlm.nih.gov/pubmed/19289086","The Hippo kinase pathway plays a central role in growth regulation and tumor suppression from flies to man. The Hippo/Mst kinase phosphorylates and activates the NDR family kinase Warts/Lats, which phosphorylates and inhibits the transcriptional activator Yorkie/YAP. Current models place the FERM-domain protein Expanded upstream of Hippo kinase in growth control. To understand how Expanded regulates Hippo pathway activity, we used affinity chromatography and mass spectrometry to identify Expanded-binding proteins. Surprisingly we find that Yorkie is the major Expanded-binding protein in Drosophila S2 cells. Expanded binds Yorkie at endogenous levels via WW-domain-PPxY interactions, independently of Yorkie phosphorylation at S168, which is critical for 14-3-3 binding. Expanded relocalizes Yorkie from the nucleus, abrogating its nuclear activity, and it can regulate growth downstream of warts in vivo. These data lead to a new model whereby Expanded functions downstream of Warts, in concert with 14-3-3 proteins to sequester Yorkie in the cytoplasm, inhibiting growth activity of the Hippo pathway.","2009-03","2025-01-31 15:33:02","2025-01-31 15:33:02","","411-20","","3","16","","","","","","","","","","eng","","","","19289086","","","Edition: 2009/03/18","","","","Signal Transduction; Animals; Models, Biological; Cell Line; Protein Binding; Protein Structure, Tertiary; Amino Acid Motifs; Animals, Genetically Modified; Cytoplasm/metabolism; Drosophila Proteins/chemistry/genetics/*metabolism; Drosophila/genetics/metabolism; Intracellular Signaling Peptides and Proteins/genetics/*metabolism; Membrane Proteins/chemistry/genetics/*metabolism; Nuclear Proteins/genetics/*metabolism; Protein Kinases/genetics/metabolism; Protein-Serine-Threonine Kinases/genetics/*metabolism; Recombinant Proteins/chemistry/genetics/metabolism; Sequence Deletion; Trans-Activators/genetics/*metabolism; Transfection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VU52WTNH","journalArticle","2011","van Ooijen, G.; Dixon, L. E.; Troein, C.; Millar, A. J.","Proteasome function is required for biological timing throughout the twenty-four hour cycle","Curr Biol","","1879-0445 (Electronic) 0960-9822 (Linking)","10.1016/j.cub.2011.03.060","http://www.ncbi.nlm.nih.gov/pubmed/21530263","Circadian clocks were, until recently, seen as a consequence of rhythmic transcription of clock components, directed by transcriptional/translational feedback loops (TTFLs). Oscillations of protein modification were then discovered in cyanobacteria. Canonical posttranslational signaling processes have known importance for clocks across taxa. More recently, evidence from the unicellular eukaryote Ostreococcus tauri revealed a transcription-independent, rhythmic protein modification shared in anucleate human cells. In this study, the Ostreococcus system reveals a central role for targeted protein degradation in the mechanism of circadian timing. The Ostreococcus clockwork contains a TTFL involving the morning-expressed CCA1 and evening-expressed TOC1 proteins. Cellular CCA1 and TOC1 protein content and degradation rates are analyzed qualitatively and quantitatively using luciferase reporter fusion proteins. CCA1 protein degradation rates, measured in high time resolution, feature a sharp clock-regulated peak under constant conditions. TOC1 degradation peaks in response to darkness. Targeted protein degradation, unlike transcription and translation, is shown to be essential to sustain TTFL rhythmicity throughout the circadian cycle. Although proteasomal degradation is not necessary for sustained posttranslational oscillations in transcriptionally inactive cells, TTFL and posttranslational oscillators are normally coupled, and proteasome function is crucial to sustain both.","2011-05-24","2025-01-31 15:33:02","2025-01-31 15:33:02","","869-75","","10","21","","","","","","","","","","eng","","","","21530263","","","Edition: 2011/05/03","","","","Circadian Clocks/*physiology; Circadian Rhythm/*physiology; Models, Biological; Gene Expression Regulation/*physiology; Feedback, Physiological/*physiology; Blotting, Western; Chlorophyta/*physiology; CLOCK Proteins/*metabolism; Luciferases; Proteasome Endopeptidase Complex/*metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X6SDZ9UU","journalArticle","2011","Dixon, L. E.; Knox, K.; Kozma-Bognar, L.; Southern, M. M.; Pokhilko, A.; Millar, A. J.","Temporal repression of core circadian genes is mediated through EARLY FLOWERING 3 in Arabidopsis","Curr Biol","","1879-0445 (Electronic) 0960-9822 (Linking)","10.1016/j.cub.2010.12.013","http://www.ncbi.nlm.nih.gov/pubmed/21236675","The circadian clock provides robust, approximately 24 hr biological rhythms throughout the eukaryotes. The clock gene circuit in plants comprises interlocking transcriptional feedback loops, reviewed in [1], whereby the morning-expressed transcription factors CIRCADIAN CLOCK-ASSOCIATED 1 (CCA1) and LATE ELONGATED HYPOCOTYL (LHY) repress the expression of evening genes, notably TIMING OF CAB EXPRESSION 1 (TOC1). EARLY FLOWERING 3 (ELF3) has been implicated as a repressor of light signaling to the clock [2, 3] and, paradoxically, as an activator of the light-induced genes CCA1 and LHY [4, 5]. We use cca1-11 lhy-21 elf3-4 plants to separate the repressive function of ELF3 from its downstream targets CCA1 and LHY. We further demonstrate that ELF3 associates physically with the promoter of PSEUDO-RESPONSE REGULATOR 9 (PRR9), a repressor of CCA1 and LHY expression, in a time-dependent fashion. The repressive function of ELF3 is thus consistent with indirect activation of LHY and CCA1, in a double-negative connection via a direct ELF3 target, PRR9. This mechanism reconciles the functions of ELF3 in the clock network during the night and points to further effects of ELF3 during the day.","2011-01-25","2025-01-31 15:33:02","2025-01-31 15:33:02","","120-5","","2","21","","","","","","","","","","eng","","","","21236675","","","Edition: 2011/01/18","","","","Protein Binding; Mutation; Time Factors; Circadian Clocks/genetics/*physiology; Plants, Genetically Modified; Arabidopsis Proteins/genetics/*metabolism; Arabidopsis/*genetics/*metabolism; Gene Expression Regulation, Plant/*physiology; Transcription Factors/genetics/*metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z3I7UZ46","journalArticle","2008","Hastings, M. H.; Maywood, E. S.; O'Neill, J. S.","Cellular circadian pacemaking and the role of cytosolic rhythms","Curr Biol","","0960-9822 (Print) 0960-9822 (Linking)","10.1016/j.cub.2008.07.021","http://www.ncbi.nlm.nih.gov/pubmed/18786386","The daily rhythms that adapt organisms to the solar cycle are driven by internal circadian clocks. The hypothesis that the core pacemakers of these clocks consist of auto-regulatory transcriptional/post-translational feedback loops (TTFLs) was first developed in flies and fungi and has now been extended successfully to describe circadian timing mechanisms in mammals and plants. TTFL models revolve around the protein products of 'clock' genes that feedback periodically to regulate their own expression. From this simple beginning, the models have been expanded to encompass multiple, interlinked loops. However, experimental data now highlight the limitations of the TTFL model. Until recently, the focus on transcription caused rhythms in cytosolic signalling pathways to be viewed as outputs of the 'core' transcriptional clockwork, or else as a mechanism for its entrainment by extra-cellular stimuli. Recent work in Arabidopsis thaliana, Drosophila melanogaster and mammals now reveals that cytosolic rhythms in small signalling molecules have a central role within the circadian pacemaker. The logic is consistent across taxa: oscillatory cytoplasmic elements integrate with transcriptional feedback loops to sustain them and determine their rhythmic properties. Thus, clock outputs can constitute inputs to subsequent cycles and so become indistinguishable from a core mechanism. This emphasises the interdependence of nuclear and cytoplasmic processes in circadian pacemaking, such that the pacemakers of some species might encompass the entire cell and its intercellular environment.","2008-09-09","2025-01-31 15:33:02","2025-01-31 15:33:02","","R805-R815","","17","18","","","","","","","","","","eng","","","","18786386","","","Edition: 2008/09/13","","","","*Circadian Rhythm; Models, Genetic; Signal Transduction; Animals; Feedback, Physiological; Behavior, Animal; Cytosol/*metabolism; Gene Expression Regulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FZD5GX7A","journalArticle","2010","Ohta, S.; Bukowski-Wills, J. C.; Sanchez-Pulido, L.; Alves Fde, L.; Wood, L.; Chen, Z. A.; Platani, M.; Fischer, L.; Hudson, D. F.; Ponting, C. P.; Fukagawa, T.; Earnshaw, W. C.; Rappsilber, J.","The protein composition of mitotic chromosomes determined using multiclassifier combinatorial proteomics","Cell","","1097-4172 (Electronic) 0092-8674 (Linking)","10.1016/j.cell.2010.07.047","http://www.ncbi.nlm.nih.gov/pubmed/20813266","Despite many decades of study, mitotic chromosome structure and composition remain poorly characterized. Here, we have integrated quantitative proteomics with bioinformatic analysis to generate a series of independent classifiers that describe the approximately 4,000 proteins identified in isolated mitotic chromosomes. Integrating these classifiers by machine learning uncovers functional relationships between protein complexes in the context of intact chromosomes and reveals which of the approximately 560 uncharacterized proteins identified here merits further study. Indeed, of 34 GFP-tagged predicted chromosomal proteins, 30 were chromosomal, including 13 with centromere-association. Of 16 GFP-tagged predicted nonchromosomal proteins, 14 were confirmed to be nonchromosomal. An unbiased analysis of the whole chromosome proteome from genetic knockouts of kinetochore protein Ska3/Rama1 revealed that the APC/C and RanBP2/RanGAP1 complexes depend on the Ska complex for stable association with chromosomes. Our integrated analysis predicts that up to 97 new centromere-associated proteins remain to be discovered in our data set.","2010-09-03","2025-01-31 15:33:02","2025-01-31 15:33:02","","810-21","","5","142","","","","","","","","","","eng","","","","20813266","","","Edition: 2010/09/04","","","","Humans; Animals; Cell Line; Proteomics/*methods; *Mitosis; Chromosomal Proteins, Non-Histone/*analysis/metabolism; Chromosomes/*chemistry/metabolism; Kinetochores/metabolism; Mitotic Spindle Apparatus/metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HFUA2V6N","journalArticle","2012","Cordin, O.; Hahn, D.; Beggs, J. D.","Structure, function and regulation of spliceosomal RNA helicases","Curr Opin Cell Biol","","1879-0410 (Electronic) 0955-0674 (Linking)","10.1016/j.ceb.2012.03.004","http://www.ncbi.nlm.nih.gov/pubmed/22464735","Pre-mRNA splicing requires the activities of several ATPases from the DEAH-box, DEAD-box and Ski2-like helicase families to control conformational rearrangements within the spliceosome. Recent findings indicate that several spliceosomal helicases can act at multiple stages of the splicing reaction, and information on how those multiple actions are controlled are emerging. The recently solved crystal structure of the DEAH-box helicase Prp43 provides novel insights into the similarities and differences between the three helicase families. Here we discuss the potential family-specific mechanisms of spliceosomal RNA helicases and their regulation.","2012-06","2025-01-31 15:33:02","2025-01-31 15:33:02","","431-8","","3","24","","","","","","","","","","eng","","","","22464735","","","Edition: 2012/04/03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7FEMZI7S","journalArticle","2013","Watterson, S.; Guerriero, M. L.; Blanc, M.; Mazein, A.; Loewe, L.; Robertson, K. A.; Gibbs, H.; Shui, G.; Wenk, M. R.; Hillston, J.; Ghazal, P.","A model of flux regulation in the cholesterol biosynthesis pathway: Immune mediated graduated flux reduction versus statin-like led stepped flux reduction","Biochimie","","1638-6183 (Electronic) 0300-9084 (Linking)","10.1016/j.biochi.2012.05.024","http://www.ncbi.nlm.nih.gov/pubmed/22664637","The cholesterol biosynthesis pathway has recently been shown to play an important role in the innate immune response to viral infection with host protection occurring through a coordinate down regulation of the enzymes catalysing each metabolic step. In contrast, statin based drugs, which form the principle pharmaceutical agents for decreasing the activity of this pathway, target a single enzyme. Here, we build an ordinary differential equation model of the cholesterol biosynthesis pathway in order to investigate how the two regulatory strategies impact upon the behaviour of the pathway. We employ a modest set of assumptions: that the pathway operates away from saturation, that each metabolite is involved in multiple cellular interactions and that mRNA levels reflect enzyme concentrations. Using data taken from primary bone marrow derived macrophage cells infected with murine cytomegalovirus or treated with IFNgamma, we show that, under these assumptions, coordinate down-regulation of enzyme activity imparts a graduated reduction in flux along the pathway. In contrast, modelling a statin-like treatment that achieves the same degree of down-regulation in cholesterol production, we show that this delivers a step change in flux along the pathway. The graduated reduction mediated by physiological coordinate regulation of multiple enzymes supports a mechanism that allows a greater level of specificity, altering cholesterol levels with less impact upon interactions branching from the pathway, than pharmacological step reductions. We argue that coordinate regulation is likely to show a long-term evolutionary advantage over single enzyme regulation. Finally, the results from our models have implications for future pharmaceutical therapies intended to target cholesterol production with greater specificity and fewer off target effects, suggesting that this can be achieved by mimicking the coordinated down-regulation observed in immunological responses.","2013-03","2025-01-31 15:33:02","2025-01-31 15:33:02","","613-21","","3","95","","","","","","","","","","eng","","","","22664637","","","Edition: 2012/06/06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ZEVPG8G","journalArticle","2013","Mazein, A.; Watterson, S.; Hsieh, W. Y.; Griffiths, W. J.; Ghazal, P.","A comprehensive machine-readable view of the mammalian cholesterol biosynthesis pathway","Biochem Pharmacol","","1873-2968 (Electronic) 0006-2952 (Linking)","10.1016/j.bcp.2013.03.021","http://www.ncbi.nlm.nih.gov/pubmed/23583456","Cholesterol biosynthesis serves as a central metabolic hub for numerous biological processes in health and disease. A detailed, integrative single-view description of how the cholesterol pathway is structured and how it interacts with other pathway systems is lacking in the existing literature. Here we provide a systematic review of the existing literature and present a detailed pathway diagram that describes the cholesterol biosynthesis pathway (the mevalonate, the Kandutch-Russell and the Bloch pathway) and shunt pathway that leads to 24(S),25-epoxycholesterol synthesis. The diagram has been produced using the Systems Biology Graphical Notation (SBGN) and is available in the SBGN-ML format, a human readable and machine semantically parsable open community file format.","2013-07-01","2025-01-31 15:33:02","2025-01-31 15:33:02","","56-66","","1","86","","","","","","","","","","eng","","","","23583456","","","Edition: 2013/04/16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TVG83YE6","journalArticle","2012","Bohnsack, M. T.; Tollervey, D.; Granneman, S.","Identification of RNA helicase target sites by UV cross-linking and analysis of cDNA","Methods Enzymol","","1557-7988 (Electronic) 0076-6879 (Linking)","10.1016/B978-0-12-396546-2.00013-9","http://www.ncbi.nlm.nih.gov/pubmed/22713325","Many RNA helicases have been implicated in one or more pathways of RNA metabolism, but only in a very few cases have their target sites on the RNA been identified. Here, we give a detailed description of the UV cross-linking and analysis of cDNA (CRAC) method, and its application to the identification of binding sites of RNA-interacting helicases. CRAC makes use of a bipartite tag on the protein of interest and includes a purification step under highly denaturing conditions. This is particularly important for the accurate mapping of binding sites within large RNA-protein complexes--such as spliceosomes or preribosomes. Partial RNase digestion leaves a footprint of the protein covering the interaction site, and the UV cross-linking sites are frequently highlighted by microdeletions in cDNA sequence reads. Deep sequencing of cDNA libraries generated from cross-linked RNA fragments allows a genome-wide analysis of the interactome of RNA-binding proteins. In the case of RNA helicases, this has proven to be an important step toward their functional analysis.","2012","2025-01-31 15:33:02","2025-01-31 15:33:02","","275-88","","","511","","","","","","","","","","eng","","","","22713325","","","Edition: 2012/06/21","","","","Binding Sites; Electrophoresis, Polyacrylamide Gel; DNA, Complementary/*metabolism; RNA Helicases/*chemistry/*metabolism; RNA-Binding Proteins/metabolism; Ultraviolet Rays","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DV8J4ZXB","journalArticle","2011","Elliot, E. A.; Hayes, N. W.","Crossing the boundaries delivering trans-disciplinary science in a disciplinary world","Methods Enzymol","","1557-7988 (Electronic) 0076-6879 (Linking)","10.1016/B978-0-12-385118-5.00030-X","http://www.ncbi.nlm.nih.gov/pubmed/21943918","Major research initiatives are increasingly drawing on multiple disparate disciplines and systems biology is a key exemplar. Trans-disciplinary research occurs where individual disciplinary traditions combine to create new shared knowledge that cannot be said to fit within the domain of any single discipline. Generation of new understanding of biological systems at the cell, organ, or organism level clearly meets these criteria, and we therefore consider systems biology research a truly trans-disciplinary undertaking. Aside from the technological challenges of combining research outcomes of the contributing disciplines, directing and managing the overall research program also presents a significant challenge. In this chapter, we discuss the challenges of and enablers to working across the broad range of disciplines that contribute to systems biology research; we discuss potential management models that may be adopted and the features, benefits, and drawbacks of each, introducing examples of management models adopted at two UK Systems Biology Centres.","2011","2025-01-31 15:33:02","2025-01-31 15:33:02","","657-72","","","500","","","","","","","","","","eng","","","","21943918","","","Edition: 2011/09/29","","","","Humans; *Interdisciplinary Communication; Great Britain; Information Management/*organization & administration; Systems Biology/*organization & administration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K5CNTX43","journalArticle","2011","Guerriero, M. L.; Heath, J. K.","Computational modeling of biological pathways by executable biology","Methods Enzymol","","1557-7988 (Electronic) 0076-6879 (Linking)","10.1016/B978-0-12-381270-4.00008-1","http://www.ncbi.nlm.nih.gov/pubmed/21187227","""In silico"" experiments (i.e., computer simulation) constitute an aid to traditional biological research, by allowing biologists to execute efficient simulations taking into consideration the data obtained in wet experiments and to generate new hypotheses, which can be later verified in additional wet experiments. In addition to being much cheaper and faster than wet experiments, computer simulation has other advantages: it allows us to run experiments in which several species can be monitored at the same time, to explore quickly various conditions by varying species and parameters in different runs, and in some cases to observe the behavior of the system at a greater level of detail than the one permitted by experimental techniques. In the past few years there has been a considerable effort in the computer science community to develop computational languages and software tools for modeling and analysing biochemical systems. Among the challenges which must be addressed in this context, there are: the definition of languages powerful enough to express all the relevant features of biochemical systems, the development of efficient algorithms to analyze models and interpret the results, and the implementation of modeling platforms which are usable by nonprogrammers. In this chapter, we focus on the use of computational modeling to the analysis of biochemical systems. Computational modeling, in conjunction with the use of formal intuitive modeling languages, enables biologists to define models using a notation very similar to the informal descriptions they commonly use, but formal and, hence, automatically executable. We describe the main features of the existing textual computational languages and the tool support available for model development and analysis.","2011","2025-01-31 15:33:02","2025-01-31 15:33:02","","217-51","","","487","","","","","","","","","","eng","","","","21187227","","","Edition: 2010/12/29","","","","Humans; Signal Transduction; *Models, Biological; Animals; *Computer Simulation; Circadian Clocks/physiology; Janus Kinases/physiology; STAT Transcription Factors/metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JF7LBUSX","journalArticle","2008","Grzegorczyk, M.; Husmeier, D.","Improving the structure MCMC sampler for Bayesian networks by introducing a new edge reversal move","Machine Learning","","0885-6125","10.1007/s10994-008-5057-7","://000255788300006","Applications of Bayesian networks in systems biology are computationally demanding due to the large number of model parameters. Conventional MCMC schemes based on proposal moves in structure space tend to be too slow in mixing and convergence, and have recently been superseded by proposal moves in the space of node orders. A disadvantage of the latter approach is the intrinsic inability to specify the prior probability on network structures explicitly. The relative paucity of different experimental conditions in contemporary systems biology implies a strong influence of the prior probability on the posterior probability and, hence, the outcome of inference. Consequently, the paradigm of performing MCMC proposal moves in order rather than structure space is not entirely satisfactory. In the present article, we propose a new and more extensive edge reversal move in the original structure space, and we show that this significantly improves the convergence of the classical structure MCMC scheme.","2008-06","2025-01-31 15:33:02","2025-01-31 15:33:02","","265-305","","2-3","71","","Mach Learn","","","","","","","","English","","","","ISI:000255788300006","","","","","","","bayesian networks; markov-chains; mcmc sampling; structure learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WZ6WC4I4","journalArticle","2012","Clark, A.; Galpin, V.; Gilmore, S.; Guerriero, M. L.; Hillston, J.","Formal methods for checking the consistency of biological models","Adv Exp Med Biol","","0065-2598 (Print) 0065-2598 (Linking)","10.1007/978-1-4419-7210-1_27","http://www.ncbi.nlm.nih.gov/pubmed/22161346","Formal modeling approaches such as process algebras and Petri nets seek to provide insight into biological processes by using both symbolic and numerical methods to reveal the dynamics of the process under study. These formal approaches differ from classical methods of investigating the dynamics of the process through numerical integration of ODEs because they additionally provide alternative representations which are amenable to discrete-state analysis and logical reasoning. Backed by these additional analysis methods, formal modeling approaches have been able to identify errors in published and widely-cited biological models. This paper provides an introduction to these analysis methods, and explains the benefits which they can bring to ensuring the consistency of biological models.","2012","2025-01-31 15:33:02","2025-01-31 15:33:02","","461-75","","","736","","","","","","","","","","eng","","","","22161346","","","Edition: 2011/12/14","","","","Computer Simulation; *Models, Biological; Kinetics; Reproducibility of Results; Computational Biology/*methods; Software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SLHSALD4","journalArticle","2010","Le Bihan, T.; Grima, R.; Martin, S.; Forster, T.; Le Bihan, Y.","Quantitative analysis of low-abundance peptides in HeLa cell cytoplasm by targeted liquid chromatography/mass spectrometry and stable isotope dilution: emphasising the distinction between peptide detection and peptide identification","Rapid Commun Mass Spectrom","","1097-0231 (Electronic) 0951-4198 (Linking)","10.1002/rcm.4487","http://www.ncbi.nlm.nih.gov/pubmed/20217656","We present the application of a targeted liquid chromatography/mass spectrometry (LC/MS) approach developed on a linear ion trap for the evaluation of the abundance of cytoplasmic proteins from a HeLa cell extract. Using a standard data-dependent approach, we identified some specific peptides from this extract which were also commercially available in their AQUA form (use for absolute quantitation). For some of the peptides, we observed a non-linear response between the intensity and the added quantity which was then fitted using a quadratic fit. All AQUA peptides spiked into a mix of 3 microg of the HeLa cell digest extract were detected down to 16 fmol. We placed an emphasis on peptide detection which, in this study, is performed using a combination of properties such as three specific Q3-like ion signatures (for a given Q1-like selection) and co-elution with the AQUA peptide counterparts. Detecting a peptide without necessarily identifying it using a search engine imposes less constraint in terms of tandem mass (MS/MS) spectra purity. An example is shown where a peptide is detected using those criteria but could not be identified by Mascot due to its lower abundance. To complement this observation, we used a cross-correlation analysis approach in order to separate two populations of MS/MS fragments based on differences in their elution patterns. Such an approach opens the door to new strategies to analyse lower intensity peptide fragments. An in silico analysis of the human trypsinosome allows the evaluation of how unique are the sets of features that we are using for peptide detection.","2010-04-15","2025-01-31 15:33:02","2025-01-31 15:33:02","","1093-104","","7","24","","","","","","","","","","eng","","","","20217656","","","Edition: 2010/03/11","","","","Humans; Computer Simulation; Amino Acid Sequence; Molecular Sequence Data; Proteomics/methods; Chromatography, High Pressure Liquid/*methods; Cytoplasm/*chemistry; HeLa Cells; Peptide Fragments/*chemistry/genetics/metabolism; Proteins/chemistry/genetics/metabolism; Tandem Mass Spectrometry/*methods; Trypsin/metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CJ2WUVVQ","journalArticle","2010","Deighton, R. F.; Kerr, L. E.; Short, D. M.; Allerhand, M.; Whittle, I. R.; McCulloch, J.","Network generation enhances interpretation of proteomic data from induced apoptosis","Proteomics","","1615-9861 (Electronic) 1615-9853 (Linking)","10.1002/pmic.200900112","http://www.ncbi.nlm.nih.gov/pubmed/20101610","Thirteen proteins (identified with 2-D gels and MALDI-TOF MS) are significantly altered during staurosporine-induced apoptosis in SH-SY5Y cells. To gain further insight into the integrated cellular response to apoptosis, we have investigated whether a network can be generated of direct and indirect interactions between these 13 proteins. A network that contains 12 out of the 13 proteins was generated using Ingenuity Pathway Analysis (IPA) and this network is dominated (89%) by direct protein-protein interactions. This network scored 34 with IPA. Bootstrapping 1000 random lists of 13 proteins suggested that the frequency of this score occurring by chance was 1 in 500. We examined whether subsets of proteins such as HSPs, which were elevated after staurosporine, had a disproportionate impact on the network generated. There was no evidence that any subset of 8 from the 13 proteins contributed disproportionately to the network. Network generation, using IPA, identified common features (such as endoplasmic reticular stress protein interactions) in apoptotic studies from different laboratories. The generation of protein interaction networks clearly enhances the interpretation of proteomic data, but only when interpreted cautiously, particularly in respect of statistical analyses.","2010-03","2025-01-31 15:33:02","2025-01-31 15:33:02","","1307-15","","6","10","","","","","","","","","","eng","","","","20101610","","","Edition: 2010/01/27","","","","Humans; Proteomics/*methods; Cell Line, Tumor; *Protein Interaction Mapping; Apoptosis/*drug effects/physiology; Electrophoresis, Gel, Two-Dimensional; Heat-Shock Proteins/metabolism; Neuroblastoma/metabolism; Protein Folding/drug effects; Protein Processing, Post-Translational/drug effects; Proteins/drug effects/metabolism; Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization; Staurosporine/*pharmacology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QTKAYJRQ","journalArticle","2010","Pedersen, M.; Plotkin, G. D.","A Language for Biochemical Systems: Design and Formal Specification","Transactions on Computational Systems Biology Xii","","0302-9743","","://WOS:000276716900003","This paper introduces a Language for Biochemical Systems (LBS) which combines rule-based approaches to modelling with modularity. It is based on the Calculus of Biochemical Systems (CBS) which affords modular descriptions of metabolic, signalling and regulatory networks in terms of reactions between modified complexes, occurring concurrently inside a hierarchy of compartments and with possible cross-compartment interactions and transport. Additional features of LBS, targeted towards practical and large-scale applications, include species expressions for manipulating large complexes in a concise manner, parameterised modules with a notion of subtyping for writing reusable modules, and nondeterminism for handling combinatorial explosion. These features are demonstrated through examples. A formal specification of LBS is then given through an abstract syntax and a general semantics which is parametric on a structure pertaining to the specific choice of target semantical objects. Examples of such structures for the specific cases of Petri nets, coloured Petri nets, ODEs and continuous time Markov chains are also given.","2010","2025-01-31 15:33:02","2025-01-31 15:33:02","","77-145","","","5945","","Lect N Bioinformat","","","","","","","","English","","","","WOS:000276716900003","","","","","","","process algebra; coloured petri nets; combinatorial explosion; continuous time markov chains; large-scale; model; nondeterminism; ordinary differential equations; parametrised modules; petri nets; representation; subtyping","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
