"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"9GGBXY8J","journalArticle","2013","Oury, N.; Plotkin, G.","Multi-level modelling via stochastic multi-level multiset rewriting","Mathematical Structures in Computer Science","","0960-1295","10.1017/S0960129512000199","://000315459100012","We present a simple stochastic rule-based approach to multi-level modelling for computational systems biology. Populations are modelled using multi-level multisets; these contain both species and agents, with the latter possibly containing further such multisets. Rules are pairs of such multisets, but they may now also include variables (as well as species and agents), together with an associated stochastic rate. We give two illustrative examples. The first is an extracellular model of virus infection, coupled with an intracellular model of viral reproduction; this model can demonstrate successive waves of infection. The second is a model of cell division in which a repressor protein is diluted in successive generations, so eventually repression no longer occurs. The multi-level multiset approach can also be seen in terms of stochastic term rewriting for the theory of a commutative monoid equipped with extra constants (for the species) and unary operations (for the agents). We further discuss the relationship of this approach with two others: Krivine et al.'s stochastic bigraphs, restricted to Milner's place graphs, and Coppo et al.'s Stochastic Calculus of Wrapped Compartments. These various relationships provide evidence for the fundamental nature of the approach.","2013-04","2025-01-16 09:57:23","2025-01-16 09:57:23","","471-503","","2","23","","Math Struct Comp Sci","","","","","","","","English","","","","ISI:000315459100012","","","","","","","biocharts; biological-systems; calculus; cell; compartments; genes; looping sequences; semantics; simulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TS3DQTWJ","journalArticle","2012","van Ooijen, G.; Millar, A. J.","Non-transcriptional oscillators in circadian timekeeping","Trends Biochem Sci","","0968-0004 (Print) 0968-0004 (Linking)","10.1016/j.tibs.2012.07.006","http://www.ncbi.nlm.nih.gov/pubmed/22917814","Circadian clocks have evolved as an adaptation to life on a rotating planet, and orchestrate rhythmic changes in physiology to match the time of day. For decades, cellular circadian rhythms were considered to solely result from feedback between the products of rhythmically expressed genes. These transcriptional/translational feedback loops (TTFLs) have been ubiquitously studied, and explain the majority of circadian outputs. In recent years, however, non-transcriptional processes were shown to be major contributors to circadian rhythmicity. These key findings have profound implications on our understanding of the evolution and mechanistic basis of cellular circadian timekeeping. This review summarises and discusses these results and the experimental and theoretical evidence of a possible relation between non-transcriptional oscillator (NTO) mechanisms and TTFL oscillations.","2012-11","2025-01-16 09:57:23","2025-01-16 09:57:23","","484-92","","11","37","","","","","","","","","","eng","","","","22917814","","","Edition: 2012/08/25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VRFPV59S","journalArticle","2012","Caravagna, G.; Hillston, J.","Bio-PEPAd: A non-Markovian extension of Bio-PEPA","Theoretical Computer Science","","0304-3975","10.1016/j.tcs.2011.11.028","://000300534900004","Delays in biological systems may be used to model events for which the underlying dynamics cannot be precisely observed, or to provide abstraction of some behavior of the system resulting in more compact models. In this paper, we enrich the stochastic process algebra Bio-PEPA, with the possibility of assigning delays to actions, yielding a new non-Markovian stochastic process algebra: Bio-PEPAd. This is a conservative extension meaning that the original syntax of Bio-PEPA is retained and the delay specification which can now be associated with actions may be added to existing Bio-PEPA models. The semantics of the firing of the actions with delays is the delay-as-duration approach, earlier presented in papers on the stochastic simulation of biological systems with delays. This semantics of the algebra is given in the Starting-Terminating style, meaning that the state and the completion of an action are observed as two separate events, as required by delays. We formally define the encoding of Bio-PEPAd systems in Generalized Semi-Markov Processes (GSMPs), as input for a Delay Stochastic Simulation Algorithm (DSSA) and as sets of Delay Differential Equations (DDEs), the deterministic framework for modeling of biological systems with delays. Finally, we prove theorems stating the relation between Bio-PEPA and Bio-PEPAd models. We end the paper with an example model of biological systems with delays to illustrate the approach. (C) 2011 Elsevier B.V. All rights reserved.","2012-02-17","2025-01-16 09:57:23","2025-01-16 09:57:23","","26-49","","","419","","Theor Comput Sci","","","","","","","","English","","","","ISI:000300534900004","","","","","","","bio-pepa; biological-systems; calculus; ddes; delay-as-duration; differential equation model; dssa; gsmps; non-markovian process algebra; process algebras; sir epidemic model; stochastic simulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XMR6SQ45","journalArticle","2011","Galpin, V.; Hillston, J.","A semantic equivalence for Bio-PEPA based on discretisation of continuous values","Theoretical Computer Science","","0304-3975","10.1016/j.tcs.2011.01.007","://000290078000006","Bio-PEPA is a process algebra for modelling biological systems. An important aspect of Bio-PEPA is the ability it provides to discretise concentrations resulting in a smaller, more manageable state space. The discretisation is based on a step size which determines the size of each discrete level and also the number of levels. This paper considers the relationship between two discretisations of the same Bio-PEPA model that differ only in the step size and hence the number of levels, by using the idea of equivalence from concurrency and process algebra. We present a novel behavioural semantic equivalence, compression bisimilarity, and investigate when this equates two discretisations of the same model and the circumstances in which this equivalence is a congruence with respect to the synchronisation operator. (C) 2011 Elsevier B.V. All rights reserved.","2011-05-06","2025-01-16 09:57:23","2025-01-16 09:57:23","","2142-2161","","21","412","","Theor Comput Sci","","","","","","","","English","","","","ISI:000290078000006","","","","","","","biological modelling; biology; calculus; cells; compression bisimulation; congruence; discretisation; membranes; process algebra; semantic equivalence; stoichiometry; systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AYVENTN4","journalArticle","2010","Ballarini, P.; Guerriero, M. L.","Query-based verification of qualitative trends and oscillations in biochemical systems","Theoretical Computer Science","","0304-3975","10.1016/j.tcs.2010.02.010","://000277557700004","We investigate the application of query-based verification to the analysis of behavioural trends of stochastic models of biochemical systems. We derive temporal logic properties which address specific behavioural questions, such as the likelihood for a species to reach a peak/deadlock state, or to exhibit monotonic/oscillatory trends. We introduce a specific modelling convention through which stochastic models of biochemical systems are made suitable to verification of the behavioural queries we define. Based on the queries we identify, we define a classification procedure which, given a stochastic model, allows for identifying meaningful qualitative behavioural trends. We illustrate the proposed query-based classification on a number of simple abstract models of biochemical systems. (C) 2010 Elsevier B.V. All rights reserved.","2010-04-28","2025-01-16 09:57:23","2025-01-16 09:57:23","","2019-2036","","20","411","","Theor Comput Sci","","","","","","","","English","","","","ISI:000277557700004","","","","","","","model-checking; prism; qualitative/quantitative analysis of biochemical systems; stochastic methods; tool","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G4LTNH7S","journalArticle","2010","Alexander, R. D.; Innocente, S. A.; Barrass, J. D.; Beggs, J. D.","Splicing-dependent RNA polymerase pausing in yeast","Mol Cell","","1097-4164 (Electronic) 1097-2765 (Linking)","10.1016/j.molcel.2010.11.005","http://www.ncbi.nlm.nih.gov/pubmed/21095588","In eukaryotic cells, there is evidence for functional coupling between transcription and processing of pre-mRNAs. To better understand this coupling, we performed a high-resolution kinetic analysis of transcription and splicing in budding yeast. This revealed that shortly after induction of transcription, RNA polymerase accumulates transiently around the 3' end of the intron on two reporter genes. This apparent transcriptional pause coincides with splicing factor recruitment and with the first detection of spliced mRNA and is repeated periodically thereafter. Pausing requires productive splicing, as it is lost upon mutation of the intron and restored by suppressing the splicing defect. The carboxy-terminal domain of the paused polymerase large subunit is hyperphosphorylated on serine 5, and phosphorylation of serine 2 is first detected here. Phosphorylated polymerase also accumulates around the 3' splice sites of constitutively expressed, endogenous yeast genes. We propose that transcriptional pausing is imposed by a checkpoint associated with cotranscriptional splicing.","2010-11-24","2025-01-16 09:57:23","2025-01-16 09:57:23","","582-93","","4","40","","","","","","","","","","eng","","","","21095588","","","Edition: 2010/11/26","","","","Genes, Fungal/genetics; Genes, Reporter/genetics; Introns/genetics; Phosphorylation; Protein Structure, Tertiary; RNA Polymerase II/chemistry/*metabolism; RNA Splice Sites/genetics; RNA Splicing/*genetics; Saccharomyces cerevisiae Proteins/genetics/metabolism; Saccharomyces cerevisiae/*enzymology/*genetics; Transcription, Genetic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCKQ4LNW","journalArticle","2009","Bohnsack, M. T.; Martin, R.; Granneman, S.; Ruprecht, M.; Schleiff, E.; Tollervey, D.","Prp43 bound at different sites on the pre-rRNA performs distinct functions in ribosome synthesis","Mol Cell","","1097-4164 (Electronic) 1097-2765 (Linking)","10.1016/j.molcel.2009.09.039","http://www.ncbi.nlm.nih.gov/pubmed/19941819","Yeast ribosome synthesis requires 19 different RNA helicases, but none of their pre-rRNA-binding sites were previously known, making their precise functions difficult to determine. Here we identify multiple binding sites for the helicase Prp43 in the 18S and 25S rRNA regions of pre-rRNAs, using UV crosslinking. Binding in 18S was predominantly within helix 44, close to the site of 18S 3' cleavage, in which Prp43 is functionally implicated. Four major binding sites were identified in 25S, including helix 34. In strains depleted of Prp43 or expressing only catalytic point mutants, six snoRNAs that guide modifications close to helix 34 accumulated on preribosomes, implicating Prp43 in their release, whereas other snoRNAs showed reduced preribosome association. Prp43 was crosslinked to snoRNAs that target sequences close to its binding sites, indicating direct interactions. We propose that Prp43 acts on preribosomal regions surrounding each binding site, with distinct functions at different locations.","2009-11-25","2025-01-16 09:57:23","2025-01-16 09:57:23","","583-92","","4","36","","","","","","","","","","eng","","","","19941819","","","Edition: 2009/11/28","","","","Amino Acid Motifs; Amino Acid Sequence; Base Sequence; Binding Sites; Cross-Linking Reagents/metabolism; DEAD-box RNA Helicases/deficiency/*metabolism; Molecular Sequence Data; Mutation/genetics; Nucleic Acid Conformation; Protein Binding; Ribosomes/*metabolism; RNA Precursors/*metabolism; RNA, Fungal/chemistry/genetics; RNA, Ribosomal/metabolism; RNA, Small Nuclear/metabolism; RNA, Small Nucleolar/metabolism; Saccharomyces cerevisiae Proteins/*metabolism; Saccharomyces cerevisiae/*enzymology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IZPPAVYQ","journalArticle","2010","Paape, D.; Barrios-Llerena, M. E.; Le Bihan, T.; Mackay, L.; Aebischer, T.","Gel free analysis of the proteome of intracellular Leishmania mexicana","Mol Biochem Parasitol","","1872-9428 (Electronic) 0166-6851 (Linking)","10.1016/j.molbiopara.2009.10.009","http://www.ncbi.nlm.nih.gov/pubmed/19900490","Investigating the proteome of intracellular Leishmania amastigotes has recently become possible due to the exploitation of fluorescence activated intracellular parasite sorting. Here, we employed this technology in combination with gel free analysis to greatly improve proteome coverage and suggest proteins putatively secreted by the parasites. In total, 1764 proteins were identified of which 741 had not been reported before. Protein abundance indices were calculated to rank individual proteins according to their abundance in vivo. Using the LeishCyc resource, an overview of metabolically relevant proteins was produced that integrated protein abundance data. Bioinformatic analysis identified 143 proteins possibly secreted by L. mexicana amastigotes, half of which have no known function. The data provide a useful resource, e.g. for modelling metabolic flux or selecting novel vaccine antigens.","2010-02","2025-01-16 09:57:23","2025-01-16 09:57:23","","108-14","","2","169","","","","","","","","","","eng","","","","19900490","","","Edition: 2009/11/11","","","","Animals; Female; Flow Cytometry/methods; Leishmania mexicana/*chemistry/isolation & purification/metabolism; Leishmaniasis, Cutaneous/parasitology; Mice; Mice, Inbred CBA; Proteome/*analysis; Proteomics/methods; Protozoan Proteins/*analysis/secretion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7SPSBYX3","journalArticle","2010","Painter, K. J.; Armstrong, N. J.; Sherratt, J. A.","The impact of adhesion on cellular invasion processes in cancer and development","J Theor Biol","","1095-8541 (Electronic) 0022-5193 (Linking)","10.1016/j.jtbi.2010.03.033","http://www.ncbi.nlm.nih.gov/pubmed/20346958","In this paper we consider a simple continuous model to describe cell invasion, incorporating the effects of both cell-cell adhesion and cell-matrix adhesion, along with cell growth and proteolysis by cells of the surrounding extracellular matrix (ECM). We demonstrate that the model is capable of supporting both noninvasive and invasive tumour growth according to the relative strength of cell-cell to cell-matrix adhesion. Specifically, for sufficiently strong cell-matrix adhesion and/or sufficiently weak cell-cell adhesion, degradation of the surrounding ECM accompanied by cell-matrix adhesion pulls the cells into the surrounding ECM. We investigate the criticality of matrix heterogeneity on shaping invasion, demonstrating that a highly heterogeneous ECM can result in a ""fingering"" of the invasive front, echoing observations in real-life invasion processes ranging from malignant tumour growth to neural crest migration during embryonic development.","2010-06-07","2025-01-16 09:57:24","2025-01-16 09:57:24","","1057-67","","3","264","","","","","","","","","","eng","","","","20346958","","","Edition: 2010/03/30","","","","*Cell Movement; *Cell Proliferation; *Models, Biological; Algorithms; Animals; Cell Adhesion; Extracellular Matrix/metabolism; Humans; Neoplasm Invasiveness; Neoplasms/metabolism/pathology/*physiopathology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HAP6GITF","journalArticle","2012","Martin, S. F.; Falkenberg, H.; Dyrlund, T. F.; Khoudoli, G. A.; Mageean, C. J.; Linding, R.","PROTEINCHALLENGE: Crowd Sourcing in Proteomics Analysis and Software Development","J Proteomics","","1876-7737 (Electronic)","10.1016/j.jprot.2012.11.014","http://www.ncbi.nlm.nih.gov/pubmed/23220569","In large-scale proteomics studies there is a temptation, after months of experimental work, to plug resulting data into a convenient - if poorly implemented - set of tools, which may neither do the data justice nor help answer the scientific question. In this paper we have captured key concerns, including arguments for community-wide open source software development and ""big data"" compatible solutions for the future. For the meantime, we have laid out ten top tips for data processing. With these at hand, a first large-scale proteomics analysis hopefully becomes less daunting to navigate. However there is clearly a real need for robust tools, standard operating procedures and general acceptance of best practises. Thus we submit to the proteomics community a call for a community-wide open set of proteomics analysis challenges - PROTEINCHALLENGE - that directly target and compare data analysis workflows, with the aim of setting a community-driven gold standard for data handling, reporting and sharing. FOOTNOTE This article is part of a Special Issue entitled: EUPA 2012: NEW HORIZONS.","2012-12-06","2025-01-16 09:57:24","2025-01-16 09:57:24","","","","","","","","","","","","","","","Eng","","","","23220569","","","Edition: 2012/12/12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3UBHTG5M","journalArticle","2011","Barrios-Llerena, M. E.; Pritchard, J. C.; Kerr, L. E.; Le Bihan, T.","The use of a novel quantitation strategy based on Reductive Isotopic Di-Ethylation (RIDE) to evaluate the effect of glufosinate on the unicellular algae Ostreococcus tauri","J Proteomics","","1876-7737 (Electronic)","10.1016/j.jprot.2011.06.014","http://www.ncbi.nlm.nih.gov/pubmed/21726673","We report a novel stable-isotope labeling strategy for quantitative proteomics analysis. The method consists of labeling N-termini and lysine epsilon-amino groups through reductive amination using acetaldehyde. This allows isotope labeling using pairs of either 2H/1H or 13C/12C without mass spectrum overlap. Our labeling procedure, which is significantly different than that developed for dimethylation, can be completed with little trace of partial ethylation; non-labeled peptides represent less than 0.05% of all peptides. Co-elution of both isotopic 13C/12C peptide pairs was observed in all cases, simplifying data analysis, which can be performed using standard commercial software such as Mascot Distiller. A 13C/12C labeled mix in a 1:1 ratio from a complex extract digest of the unicellular algae Ostreococcus tauri, showed a relative standard deviation of less than 14%. This quantitative method was used to characterize O. tauri in the presence of glufosinate, an herbicide which inhibits glutamine synthetase. Blocking glutamine synthetase significantly reduced the expression of several enzymes and transporters involved in nitrogen assimilation and the expression of a number of proteins involved in various stresses including oxidative damage response were up-regulated.","2011-11-18","2025-01-16 09:57:24","2025-01-16 09:57:24","","2798-809","","12","74","","","","","","","","","","eng","","","","21726673","","","Edition: 2011/07/06","","","","Aminobutyrates/*pharmacology; Carbon Isotopes/chemistry; Chlorophyta/chemistry/*metabolism; Deuterium/chemistry; Glutamate-Ammonia Ligase/antagonists & inhibitors/chemistry/metabolism; Herbicides/*pharmacology; Isotope Labeling/*methods; Plant Proteins/chemistry/*metabolism; Proteomics/*methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"973KM5SW","journalArticle","2011","Le Bihan, T.; Martin, S. F.; Chirnside, E. S.; van Ooijen, G.; Barrios-Llerena, M. E.; O'Neill, J. S.; Shliaha, P. V.; Kerr, L. E.; Millar, A. J.","Shotgun proteomic analysis of the unicellular alga Ostreococcus tauri","J Proteomics","","1876-7737 (Electronic)","10.1016/j.jprot.2011.05.028","http://www.ncbi.nlm.nih.gov/pubmed/21635980","Ostreococcus tauri is a unicellular green alga and amongst the smallest and simplest free-living eukaryotes. The O. tauri genome sequence was determined in 2006. Molecular, physiological and taxonomic data that has been generated since then highlight its potential as a simple model species for algae and plants. However, its proteome remains largely unexplored. This paper describes the global proteomic study of O. tauri, using mass spectrometry-based approaches: phosphopeptide enrichment, cellular fractionation, label-free quantification and (15)N metabolic labeling. The O. tauri proteome was analyzed under the following conditions: sampling at different times during the circadian cycle, after 24h of illumination, after 24h of darkness and under various nitrogen source supply levels. Cell cycle related proteins such as dynamin and kinesin were significantly up-regulated during the daylight-to-darkness transition. This is reflected by their higher intensity at ZT13 and this transition phase coincides with the end of mitosis. Proteins involved in several metabolic mechanisms were found to be up-regulated under low nitrogen conditions, including carbon storage pathways, glycolysis, phosphate transport, and the synthesis of inorganic polyphosphates. Ostreococcus tauri responds to low nitrogen conditions by reducing its nitrogen assimilation machinery which suggests an atypical adaptation mechanism for coping with a nutrient-limited environment.","2011-09-06","2025-01-16 09:57:24","2025-01-16 09:57:24","","2060-70","","10","74","","","","","","","","","","eng","","","","21635980","","","Edition: 2011/06/04","","","","Chlorophyta/*chemistry/metabolism; Circadian Rhythm; Phosphopeptides/analysis; Plant Proteins/*analysis; Proteomics/*methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V8YEKWNH","journalArticle","2013","Blanc, M.; Hsieh, W. Y.; Robertson, K. A.; Kropp, K. A.; Forster, T.; Shui, G.; Lacaze, P.; Watterson, S.; Griffiths, S. J.; Spann, N. J.; Meljon, A.; Talbot, S.; Krishnan, K.; Covey, D. F.; Wenk, M. R.; Craigon, M.; Ruzsics, Z.; Haas, J.; Angulo, A.; Griffiths, W. J.; Glass, C. K.; Wang, Y.; Ghazal, P.","The transcription factor STAT-1 couples macrophage synthesis of 25-hydroxycholesterol to the interferon antiviral response","Immunity","","1097-4180 (Electronic) 1074-7613 (Linking)","10.1016/j.immuni.2012.11.004","http://www.ncbi.nlm.nih.gov/pubmed/23273843","Recent studies suggest that the sterol metabolic network participates in the interferon (IFN) antiviral response. However, the molecular mechanisms linking IFN with the sterol network and the identity of sterol mediators remain unknown. Here we report a cellular antiviral role for macrophage production of 25-hydroxycholesterol (cholest-5-en-3beta,25-diol, 25HC) as a component of the sterol metabolic network linked to the IFN response via Stat1. By utilizing quantitative metabolome profiling of all naturally occurring oxysterols upon infection or IFN-stimulation, we reveal 25HC as the only macrophage-synthesized and -secreted oxysterol. We show that 25HC can act at multiple levels as a potent paracrine inhibitor of viral infection for a broad range of viruses. We also demonstrate, using transcriptional regulatory-network analyses, genetic interventions and chromatin immunoprecipitation experiments that Stat1 directly coupled Ch25h regulation to IFN in macrophages. Our studies describe a physiological role for 25HC as a sterol-lipid effector of an innate immune pathway.","2013-01-24","2025-01-16 09:57:24","2025-01-16 09:57:24","","106-18","","1","38","","","","","","","","","","eng","","","","23273843","","","Edition: 2013/01/01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNI7QPQ8","journalArticle","2012","Lebedeva, G.; Sorokin, A.; Faratian, D.; Mullen, P.; Goltsov, A.; Langdon, S. P.; Harrison, D. J.; Goryanin, I.","Model-based global sensitivity analysis as applied to identification of anti-cancer drug targets and biomarkers of drug resistance in the ErbB2/3 network","Eur J Pharm Sci","","1879-0720 (Electronic) 0928-0987 (Linking)","10.1016/j.ejps.2011.10.026","http://www.ncbi.nlm.nih.gov/pubmed/22085636","High levels of variability in cancer-related cellular signalling networks and a lack of parameter identifiability in large-scale network models hamper translation of the results of modelling studies into the process of anti-cancer drug development. Recently global sensitivity analysis (GSA) has been recognised as a useful technique, capable of addressing the uncertainty of the model parameters and generating valid predictions on parametric sensitivities. Here we propose a novel implementation of model-based GSA specially designed to explore how multi-parametric network perturbations affect signal propagation through cancer-related networks. We use area-under-the-curve for time course of changes in phosphorylation of proteins as a characteristic for sensitivity analysis and rank network parameters with regard to their impact on the level of key cancer-related outputs, separating strong inhibitory from stimulatory effects. This allows interpretation of the results in terms which can incorporate the effects of potential anti-cancer drugs on targets and the associated biological markers of cancer. To illustrate the method we applied it to an ErbB signalling network model and explored the sensitivity profile of its key model readout, phosphorylated Akt, in the absence and presence of the ErbB2 inhibitor pertuzumab. The method successfully identified the parameters associated with elevation or suppression of Akt phosphorylation in the ErbB2/3 network. From analysis and comparison of the sensitivity profiles of pAkt in the absence and presence of targeted drugs we derived predictions of drug targets, cancer-related biomarkers and generated hypotheses for combinatorial therapy. Several key predictions have been confirmed in experiments using human ovarian carcinoma cell lines. We also compared GSA-derived predictions with the results of local sensitivity analysis and discuss the applicability of both methods. We propose that the developed GSA procedure can serve as a refining tool in combinatorial anti-cancer drug discovery.","2012-07-16","2025-01-16 09:57:24","2025-01-16 09:57:24","","244-58","","4","46","","","","","","","","","","eng","","","","22085636","","","Edition: 2011/11/17","","","","*Drug Resistance, Neoplasm; *Models, Biological; *Systems Biology; Algorithms; Antibodies, Monoclonal, Humanized/pharmacology; Antineoplastic Agents/*pharmacology; Cell Line, Tumor; Computer Simulation; Drug Design; Female; Humans; Molecular Targeted Therapy; Ovarian Neoplasms/*drug therapy/metabolism/pathology; Phosphorylation; Proto-Oncogene Proteins c-akt/metabolism; Receptor, erbB-2/*antagonists & inhibitors/metabolism; Receptor, erbB-3/*antagonists & inhibitors/metabolism; Signal Transduction/*drug effects; Time Factors; Tumor Markers, Biological/*antagonists & inhibitors/metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SU492PHH","journalArticle","2008","Watterson, S.; Marshall, S.; Ghazal, P.","Logic models of pathway biology","Drug Discov Today","","1359-6446 (Print) 1359-6446 (Linking)","10.1016/j.drudis.2008.03.019","http://www.ncbi.nlm.nih.gov/pubmed/18468563","Living systems seamlessly perform complex information processing and control tasks using combinatorially complex sets of biochemical reactions. Drugs that therapeutically modulate the biological processes of disease are developed using single protein target strategies, often with limited knowledge of the complex underlying role of the targets. Approaches that attempt to consider the combinatorial complexity from the outset might help identify any causal relationships that could lead to undesirable or adverse side effects earlier in the development pipeline. Such approaches, in particular logic methodologies, might also aid pathway selection and multiple target strategies during the drug discovery phase. Here, we describe the use of logic as a tractable and informative approach to modelling biological pathways that can allow us to improve our understanding of the dependencies in complex biological processes.","2008-05","2025-01-16 09:57:24","2025-01-16 09:57:24","","447-56","","9-10","13","","","","","","","","","","eng","","","","18468563","","","Edition: 2008/05/13","","","","*Logic; *Models, Biological; Drug Design; Systems Biology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y3UWEPQD","journalArticle","2009","Badouel, C.; Gardano, L.; Amin, N.; Garg, A.; Rosenfeld, R.; Le Bihan, T.; McNeill, H.","The FERM-domain protein Expanded regulates Hippo pathway activity via direct interactions with the transcriptional activator Yorkie","Dev Cell","","1878-1551 (Electronic) 1534-5807 (Linking)","10.1016/j.devcel.2009.01.010","http://www.ncbi.nlm.nih.gov/pubmed/19289086","The Hippo kinase pathway plays a central role in growth regulation and tumor suppression from flies to man. The Hippo/Mst kinase phosphorylates and activates the NDR family kinase Warts/Lats, which phosphorylates and inhibits the transcriptional activator Yorkie/YAP. Current models place the FERM-domain protein Expanded upstream of Hippo kinase in growth control. To understand how Expanded regulates Hippo pathway activity, we used affinity chromatography and mass spectrometry to identify Expanded-binding proteins. Surprisingly we find that Yorkie is the major Expanded-binding protein in Drosophila S2 cells. Expanded binds Yorkie at endogenous levels via WW-domain-PPxY interactions, independently of Yorkie phosphorylation at S168, which is critical for 14-3-3 binding. Expanded relocalizes Yorkie from the nucleus, abrogating its nuclear activity, and it can regulate growth downstream of warts in vivo. These data lead to a new model whereby Expanded functions downstream of Warts, in concert with 14-3-3 proteins to sequester Yorkie in the cytoplasm, inhibiting growth activity of the Hippo pathway.","2009-03","2025-01-16 09:57:24","2025-01-16 09:57:24","","411-20","","3","16","","","","","","","","","","eng","","","","19289086","","","Edition: 2009/03/18","","","","Amino Acid Motifs; Animals; Animals, Genetically Modified; Cell Line; Cytoplasm/metabolism; Drosophila Proteins/chemistry/genetics/*metabolism; Drosophila/genetics/metabolism; Intracellular Signaling Peptides and Proteins/genetics/*metabolism; Membrane Proteins/chemistry/genetics/*metabolism; Models, Biological; Nuclear Proteins/genetics/*metabolism; Protein Binding; Protein Kinases/genetics/metabolism; Protein Structure, Tertiary; Protein-Serine-Threonine Kinases/genetics/*metabolism; Recombinant Proteins/chemistry/genetics/metabolism; Sequence Deletion; Signal Transduction; Trans-Activators/genetics/*metabolism; Transfection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QQ3X4EXX","journalArticle","2011","van Ooijen, G.; Dixon, L. E.; Troein, C.; Millar, A. J.","Proteasome function is required for biological timing throughout the twenty-four hour cycle","Curr Biol","","1879-0445 (Electronic) 0960-9822 (Linking)","10.1016/j.cub.2011.03.060","http://www.ncbi.nlm.nih.gov/pubmed/21530263","Circadian clocks were, until recently, seen as a consequence of rhythmic transcription of clock components, directed by transcriptional/translational feedback loops (TTFLs). Oscillations of protein modification were then discovered in cyanobacteria. Canonical posttranslational signaling processes have known importance for clocks across taxa. More recently, evidence from the unicellular eukaryote Ostreococcus tauri revealed a transcription-independent, rhythmic protein modification shared in anucleate human cells. In this study, the Ostreococcus system reveals a central role for targeted protein degradation in the mechanism of circadian timing. The Ostreococcus clockwork contains a TTFL involving the morning-expressed CCA1 and evening-expressed TOC1 proteins. Cellular CCA1 and TOC1 protein content and degradation rates are analyzed qualitatively and quantitatively using luciferase reporter fusion proteins. CCA1 protein degradation rates, measured in high time resolution, feature a sharp clock-regulated peak under constant conditions. TOC1 degradation peaks in response to darkness. Targeted protein degradation, unlike transcription and translation, is shown to be essential to sustain TTFL rhythmicity throughout the circadian cycle. Although proteasomal degradation is not necessary for sustained posttranslational oscillations in transcriptionally inactive cells, TTFL and posttranslational oscillators are normally coupled, and proteasome function is crucial to sustain both.","2011-05-24","2025-01-16 09:57:24","2025-01-16 09:57:24","","869-75","","10","21","","","","","","","","","","eng","","","","21530263","","","Edition: 2011/05/03","","","","Blotting, Western; Chlorophyta/*physiology; Circadian Clocks/*physiology; Circadian Rhythm/*physiology; CLOCK Proteins/*metabolism; Feedback, Physiological/*physiology; Gene Expression Regulation/*physiology; Luciferases; Models, Biological; Proteasome Endopeptidase Complex/*metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
